# index, _pos
40589,"array([124.6298023 , -93.66949751])"
40590,"array([ 187.63856447, -153.31256325])"
40591,"array([ 193.1132242 , -151.88021226])"
40592,"array([ 194.84622034, -151.56355116])"
40593,"array([ 180.2022737, -148.891524 ])"
40594,"array([ 166.82298277, -145.49990805])"
40595,"array([ 140.95812141, -173.53527458])"
40596,"array([ 135.86277309, -167.0002576 ])"
40597,"array([ 191.8467089 , -145.92942678])"
40598,"array([ 126.67308226, -102.35466843])"
40599,"array([ 159.39026497, -188.84871433])"
40600,"array([ 123.78479634, -166.2894914 ])"
40601,"array([ 112.12696015, -136.67187325])"
40602,"array([  73.98207954, -161.48474457])"
40603,"array([  65.10526191, -165.03309529])"
40604,"array([ 155.80821211, -169.86098999])"
40605,"array([ 177.93476308, -129.77572437])"
40606,"array([ 107.97780745, -139.24292763])"
40607,"array([119.09943719, -96.24213667])"
40608,"array([ 168.09837734, -151.12522381])"
40609,"array([160.26116272, -96.99872344])"
40610,"array([ 142.10904257, -142.3148114 ])"
40611,"array([ 144.55314893, -176.90102948])"
40612,"array([ 158.51179589, -169.46559499])"
40613,"array([  86.32209685, -169.00821806])"
40614,"array([ 143.78957398, -107.90496573])"
40615,"array([ 177.00453881, -190.82412567])"
40616,"array([ 167.73629832, -176.54477996])"
40617,"array([ 152.46249963, -209.25596345])"
40618,"array([135.19358846, -92.17160202])"
40619,"array([ 172.67489435, -129.96586397])"
40620,"array([170.38814855, -96.78200933])"
40621,"array([ 171.54910408, -106.19706564])"
40622,"array([162.68988983, -99.27904358])"
40623,"array([ 150.63984176, -148.71329635])"
40624,"array([ 150.18929735, -145.66366848])"
40625,"array([ 189.57406815, -164.17443537])"
40626,"array([ 146.52848605, -109.04150024])"
40627,"array([-1123.26011158,   791.4105604 ])"
40628,"array([-1121.54619779,   788.84317148])"
40629,"array([ 151.02777967, -133.03028075])"
40630,"array([ 140.85559078, -141.62851532])"
40631,"array([ 197.12817226, -189.65885771])"
40632,"array([ 143.03517797, -107.3657842 ])"
40633,"array([ 192.49986102, -122.98853016])"
40634,"array([ 176.90003068, -131.4992151 ])"
40635,"array([ 157.41743709, -154.58795015])"
40636,"array([ 145.82714307, -160.14811344])"
40637,"array([ 186.31401639, -174.93913054])"
40638,"array([ 170.41563304, -162.06664743])"
40639,"array([  98.55234435, -114.71214838])"
40640,"array([ 158.34536931, -184.68798246])"
40641,"array([ 172.592429  , -154.90872449])"
40642,"array([ 111.33709624, -187.33893632])"
40643,"array([ 185.17455131, -157.3231229 ])"
40644,"array([ 139.62111942, -185.16075499])"
40645,"array([  94.96080863, -129.58202364])"
40646,"array([ 113.92143742, -158.18720325])"
40647,"array([ 167.20474332, -102.08251904])"
40648,"array([ 146.96389102, -171.19943884])"
40649,"array([ 162.36718445, -170.97891924])"
40650,"array([ 160.48751038, -174.86920894])"
40651,"array([ 163.86885695, -107.65202549])"
40652,"array([ 162.80856934, -151.74569637])"
40653,"array([ 169.79099812, -208.3691573 ])"
40654,"array([1483.78408372,  449.10841361])"
40655,"array([ 111.2077439 , -230.74681941])"
40656,"array([ 180.5941334 , -129.23817767])"
40657,"array([ 126.6366486 , -174.31815633])"
40658,"array([ 161.67800348, -164.45571448])"
40659,"array([ 171.90322375, -182.99139566])"
40660,"array([ 137.25714859, -166.35409558])"
40661,"array([  83.73082618, -127.25548449])"
40662,"array([ 135.65085072, -106.25491783])"
40663,"array([ 142.31741446, -155.46771466])"
40664,"array([ 100.88696994, -141.67346215])"
40665,"array([  88.91893022, -127.25720733])"
40666,"array([ 148.35343844, -122.59374781])"
40667,"array([ 115.41053941, -147.99431134])"
40668,"array([ 198.11859648, -178.63350374])"
40669,"array([ 102.40293163, -147.92736109])"
40670,"array([ 118.08866664, -173.62957045])"
40671,"array([131.16909476, -98.36104633])"
40672,"array([ 198.09525792, -115.74223276])"
40673,"array([ 132.03030693, -173.80549991])"
40674,"array([141.79518631, -91.47483201])"
40675,"array([ 173.05466697, -164.58572495])"
40676,"array([ 107.23168763, -146.91567076])"
40677,"array([ 127.77010679, -165.06334712])"
40678,"array([166.28903668, -81.03286831])"
40679,"array([ 190.1450835 , -142.60446235])"
40680,"array([ 197.1778053 , -161.13813373])"
40681,"array([ 193.71040328, -166.17186806])"
40682,"array([ 140.76213753, -154.08497136])"
40683,"array([ 172.10785724, -120.22651959])"
40684,"array([ 159.84424323, -132.1349703 ])"
40685,"array([ 186.76702371, -133.50259236])"
40686,"array([ 177.21843209, -132.77480638])"
40687,"array([ 228.18926592, -130.21099458])"
40688,"array([ 218.99487398, -131.12796978])"
40689,"array([ 149.78943439, -158.43847998])"
40690,"array([ 175.36677862, -156.56947716])"
40691,"array([ 121.60093379, -169.33915848])"
40692,"array([ 144.2276136 , -159.59992236])"
40693,"array([ 193.49596282, -154.64907638])"
40694,"array([ 108.15233408, -120.28194014])"
40695,"array([ 168.50518107, -120.30413003])"
40696,"array([ 106.92251636, -204.51825376])"
40697,"array([ 136.51951665, -170.85081861])"
40698,"array([ 158.12304723, -159.26952095])"
40699,"array([ 196.80051236, -100.16134008])"
40700,"array([ 147.93569474, -189.75083535])"
40701,"array([103.34782775, -62.15591334])"
40702,"array([106.67602357, -69.44396145])"
40703,"array([ 164.8916071 , -175.62208556])"
40704,"array([ 166.02344952, -183.57359709])"
40705,"array([ 177.08977758, -111.73263648])"
40706,"array([ 101.46838027, -121.72412145])"
40707,"array([ 171.6191187 , -155.21050398])"
40708,"array([ 150.22117275, -161.53104383])"
40709,"array([ 171.67228369, -141.46871232])"
40710,"array([ 188.86121423, -140.2002964 ])"
40711,"array([ 109.63503355, -153.68895594])"
40712,"array([  72.79885423, -206.05917135])"
40713,"array([-1808.06433373, -1172.69725296])"
40714,"array([-1807.14021572, -1170.67829879])"
40715,"array([ 170.53771871, -148.36316642])"
40716,"array([ 155.34246019, -109.58016253])"
40717,"array([ 166.57968324, -121.78991311])"
40718,"array([ 151.6647261 , -186.21427781])"
40719,"array([ 146.28196734, -170.56160904])"
40720,"array([ 191.74970215, -126.82693193])"
40721,"array([ 150.97153984, -178.96285877])"
40722,"array([ 169.37487448, -188.06115392])"
40723,"array([ 168.80800455, -162.9512196 ])"
40724,"array([ 141.99785806, -161.5416803 ])"
40725,"array([ 168.50037527, -155.42625994])"
40726,"array([ 145.14991117, -160.72213416])"
40727,"array([-1194.57407089, -2004.52493366])"
40728,"array([-1192.37787171, -2001.4595404 ])"
40729,"array([ 108.7209578, -160.2037143])"
40730,"array([ 108.41197607, -157.41538903])"
40731,"array([ 176.44508463, -157.70181958])"
40732,"array([ 175.40620317, -147.52312062])"
40733,"array([ 140.36239462, -197.98014077])"
40734,"array([ 159.17671621, -163.14079855])"
40735,"array([136.20436011, -99.81960866])"
40736,"array([ 149.44153581, -126.26661063])"
40737,"array([ 191.75673169, -139.23031111])"
40738,"array([1322.41908797, -216.37926178])"
40739,"array([ 193.31531515, -169.906722  ])"
40740,"array([1324.09540128, -219.58244237])"
40741,"array([ 163.49002657, -157.92405227])"
40742,"array([ 174.88201219, -159.84808981])"
40743,"array([150.44195818, -88.84363657])"
40744,"array([ 146.24144481, -103.76194064])"
40745,"array([ 156.4940733 , -149.87443614])"
40746,"array([ 160.44713517, -116.02643745])"
40747,"array([ 153.7950624 , -156.21166457])"
40748,"array([ 184.70949109, -144.70297133])"
40749,"array([ 156.0048206 , -158.83149392])"
40750,"array([ 142.00641465, -227.00212306])"
40751,"array([ 115.03762564, -113.56777629])"
40752,"array([ 159.99178099, -129.75237742])"
40753,"array([ 113.24584481, -134.86952186])"
40754,"array([ 167.1332222 , -150.03413791])"
40755,"array([ 188.50181778, -157.52548373])"
40756,"array([ 119.15893823, -160.62050607])"
40757,"array([ 139.35307321, -190.84129715])"
40758,"array([ 238.94187374, 1194.1615158 ])"
40759,"array([ 238.56590554, 1195.42247247])"
40760,"array([ 195.22110352, -140.16303877])"
40761,"array([ 149.03075924, -196.39294295])"
40762,"array([ 154.68902323, -120.38157706])"
40763,"array([ 164.3623735 , -158.78344493])"
40764,"array([ 1449.13976342, -1827.13421762])"
40765,"array([ -524.56045135, -1681.85464337])"
40766,"array([ -524.86668858, -1679.65744494])"
40767,"array([ 125.76209662, -204.74745096])"
40768,"array([ 162.6611056, -144.782617 ])"
40769,"array([  86.94201645, -142.06978461])"
40770,"array([ 179.54598824, -176.91567622])"
40771,"array([ 138.15757405, -204.33637714])"
40772,"array([ 185.58138791, -176.47602809])"
40773,"array([ 130.96123757, -163.03644276])"
40774,"array([ 171.57682146, -111.90733056])"
40775,"array([ 182.5407577 , -125.60481318])"
40776,"array([ 143.06118662, -164.27909264])"
40777,"array([ 145.85150592, -167.97725625])"
40778,"array([ 180.42141209, -110.07306827])"
40779,"array([ 107.19288296, -149.00018692])"
40780,"array([ 156.79971322, -137.1287159 ])"
40781,"array([ 201.63739449, -120.42962456])"
40782,"array([212.62044747, -87.01675345])"
40783,"array([209.33619629, -89.49141324])"
40784,"array([ 106.31750145, -153.83821456])"
40785,"array([  88.37768693, -128.26639504])"
40786,"array([ 182.1233743 , -113.55747756])"
40787,"array([176.69342873, -89.79622231])"
40788,"array([  98.90301185, -180.68966559])"
40789,"array([ 181.43451253, -139.70661875])"
40790,"array([ 166.39007899, -163.37195176])"
40791,"array([ 116.91896792, -156.26274579])"
40792,"array([ 145.84164646, -150.72545854])"
40793,"array([ 138.61438151, -187.62157253])"
40794,"array([ 133.83096825, -187.02732001])"
40795,"array([ 165.99891237, -157.56681401])"
40796,"array([ 148.19398226, -187.0072901 ])"
40797,"array([ 160.95797376, -154.08180037])"
40798,"array([ 168.12551205, -157.42332806])"
40799,"array([ 174.54942796, -184.95557744])"
40800,"array([ 239.77631457, 2314.75622466])"
40801,"array([ 137.9513032 , -191.53330502])"
40802,"array([ 161.5477001 , -175.42626914])"
40803,"array([ 152.23495794, -158.45206768])"
40804,"array([ 157.07029534, -170.97429474])"
40805,"array([ 102.49065647, -116.22396694])"
40806,"array([ 119.45013177, -171.69765442])"
40807,"array([ 155.30836674, -153.07769372])"
40808,"array([ 157.93855759, -142.90323627])"
40809,"array([ 118.726957  , -105.79238889])"
40810,"array([-1903.89630342,   753.36999571])"
40811,"array([-1902.84539398,   751.41462041])"
40812,"array([ 157.98007794, -119.19041149])"
40813,"array([ 177.92799978, -183.68828498])"
40814,"array([ 177.85150183, -153.35006934])"
40815,"array([ 166.04464612, -172.76650409])"
40816,"array([ 166.20464303, -122.43857678])"
40817,"array([170.28003427, -95.51837694])"
40818,"array([181.16892271, -99.13344814])"
40819,"array([ 138.41224748, -173.1142103 ])"
40820,"array([ 138.83877377, -117.79792848])"
40821,"array([ 141.37298948, -182.85504095])"
40822,"array([ 175.10205133, -141.27279428])"
40823,"array([ 168.91560134, -180.97146237])"
40824,"array([ 172.20404741, -175.80463961])"
40825,"array([ 172.07173332, -166.09137313])"
40826,"array([ 173.82703689, -159.75293313])"
40827,"array([ 157.77619904, -136.2871424 ])"
40828,"array([-1740.07818169,  -954.20992189])"
40829,"array([-1741.91244585,  -953.88794019])"
40830,"array([ 202.49688328, -125.1276852 ])"
40831,"array([ 159.76418325, -156.66895576])"
40832,"array([ 129.28435913, -126.60117394])"
40833,"array([ 203.24014128, -160.60884633])"
40834,"array([ 89.14071276, -83.9872781 ])"
40835,"array([100.92264441, -95.65653849])"
40836,"array([ 166.4781164 , -133.14600669])"
40837,"array([ 160.194766  , -114.58904067])"
40838,"array([ 127.48672478, -166.95663432])"
40839,"array([138.57278553, -94.10177699])"
40840,"array([ 224.7141122 , -117.22013585])"
40841,"array([ 172.25408621, -154.44914203])"
40842,"array([ 103.75399662, -143.81880854])"
40843,"array([ 154.55922153, -152.36340311])"
40844,"array([ 175.88646648, -170.81472151])"
40845,"array([ 193.43851305, -193.56912676])"
40846,"array([ 136.45376288, -178.44133518])"
40847,"array([ 178.26462886, -145.70818493])"
40848,"array([ 174.55944004, -171.06166799])"
40849,"array([ 157.94242029, -147.70264554])"
40850,"array([ 152.41925322, -167.83169466])"
40851,"array([ 172.32067369, -107.38405862])"
40852,"array([ 175.65417812, -103.68528935])"
40853,"array([ 138.9099959 , -176.06508541])"
40854,"array([ 197.51075427, -158.25436282])"
40855,"array([ 110.15168465, -130.48928135])"
40856,"array([ 149.14942952, -149.5975554 ])"
40857,"array([ 149.84750213, -159.56546752])"
40858,"array([ 134.51539433, -176.68392346])"
40859,"array([-2181.83051923,   -98.54184801])"
40860,"array([-2180.13051565,   -97.11459121])"
40861,"array([ 156.33826786, -156.86488529])"
40862,"array([ 162.09286515, -126.41496388])"
40863,"array([ 187.17250879, -146.23603435])"
40864,"array([ 167.25419241, -160.35354073])"
40865,"array([121.38025243, -61.69367926])"
40866,"array([138.99080338, -95.65524352])"
40867,"array([ 157.19734484, -198.16778477])"
40868,"array([ 158.88915807, -207.57670566])"
40869,"array([ 184.55371782, -134.89973787])"
40870,"array([138.99090389, -99.75880071])"
40871,"array([126.75714413, -94.39888514])"
40872,"array([156.05226402, -90.60701814])"
40873,"array([  82.03914544, -152.93129281])"
40874,"array([ 795.80231023, -873.67220351])"
40875,"array([ 795.14246683, -872.12539866])"
40876,"array([ 174.29963169, -144.20363233])"
40877,"array([ 179.93177175, -182.11978495])"
40878,"array([ 179.79350753, -116.27431018])"
40879,"array([ 172.27637931, -168.32693794])"
40880,"array([ 100.83099026, -122.65034609])"
40881,"array([ 143.38273429, -117.9624498 ])"
40882,"array([101.96406433, -93.37821987])"
40883,"array([  79.5192075 , -115.74405517])"
40884,"array([ 106.1127423 , -195.30211225])"
40885,"array([ 233.99446593, -116.8551219 ])"
40886,"array([ 178.59183455, -121.20218616])"
40887,"array([ 156.84398071, -159.59363187])"
40888,"array([ 126.9702602 , -160.50236202])"
40889,"array([1995.68235818,  766.68008144])"
40890,"array([1994.77938728,  765.04870895])"
40891,"array([ 125.96872783, -122.95110004])"
40892,"array([ 164.67207435, -151.59564523])"
40893,"array([ 153.00136491, -170.21787163])"
40894,"array([ 185.3503347 , -128.47606863])"
40895,"array([ 135.2548919, -176.5726552])"
40896,"array([ 101.57880868, -160.36062599])"
40897,"array([ 164.59684609, -161.46035023])"
40898,"array([151.96295051, -94.09289677])"
40899,"array([165.37723756, -89.3913135 ])"
40900,"array([ 156.0715282 , -172.88648774])"
40901,"array([ 144.42544061, -165.54587415])"
40902,"array([  976.9413744 , -2289.15760871])"
40903,"array([  977.6701535 , -2287.06225502])"
40904,"array([ 180.72604267, -119.29534499])"
40905,"array([  95.89646785, -160.1051077 ])"
40906,"array([ 129.93195876, -176.82321108])"
40907,"array([ 100.80923636, -109.37592521])"
40908,"array([148.74991523, -87.30334414])"
40909,"array([ 144.39672758, -101.70636633])"
40910,"array([154.26455031, -86.43537066])"
40911,"array([ 197.61812494, -107.90781091])"
40912,"array([ 117.45674535, -157.59068015])"
40913,"array([ 180.21697683, -110.81275371])"
40914,"array([-2384.78403974,   -61.8918115 ])"
40915,"array([ 96.63669601, -87.10575052])"
40916,"array([ 181.94337723, -147.17034849])"
40917,"array([ 214.38729033, -112.73039085])"
40918,"array([ 190.84915058, -178.30933975])"
40919,"array([ 187.31317892, -177.29892095])"
40920,"array([ 172.59803943, -178.18235013])"
40921,"array([ 147.57785738, -166.37346037])"
40922,"array([ 140.32506227, -188.23980546])"
40923,"array([ 127.0515798 , -142.97280912])"
40924,"array([ 100.22160349, -102.50378939])"
40925,"array([  51.75015943, -129.32643258])"
40926,"array([ 181.17971793, -150.2302582 ])"
40927,"array([114.50195062, -95.94225371])"
40928,"array([ 124.43751082, -100.84279726])"
40929,"array([ 133.90111174, -104.50541724])"
40930,"array([ 162.29975821, -171.80777874])"
40931,"array([ -404.84618649, -2501.05494206])"
40932,"array([ -403.78851994, -2503.00650665])"
40933,"array([  91.32902082, -110.28807055])"
40934,"array([ 168.0994508 , -173.87359539])"
40935,"array([ 204.59943134, -127.57428884])"
40936,"array([ 158.64179454, -174.85205273])"
40937,"array([ 183.11726941, -122.5336323 ])"
40938,"array([ 109.0950979 , -143.34182204])"
40939,"array([  93.84813432, -134.78888428])"
40940,"array([ 160.289686  , -194.34798892])"
40941,"array([140.44390555, -95.82191866])"
40942,"array([ 194.74165677, -192.27891354])"
40943,"array([ 167.31506944, -115.49218249])"
40944,"array([-100.31617821, 1576.79283444])"
40945,"array([ -98.92757001, 1575.06397533])"
40946,"array([ 164.36603898, -156.00963397])"
40947,"array([ 162.45772843, -136.7381613 ])"
40948,"array([ 206.68945225, -170.76912926])"
40949,"array([110.86898462, -91.42548925])"
40950,"array([ 149.93857041, -158.766215  ])"
40951,"array([ 143.64008552, -106.5730866 ])"
40952,"array([116.74649883, -86.06847416])"
40953,"array([ 161.39292737, -129.63043888])"
40954,"array([ 145.61213058, -144.97521343])"
40955,"array([1237.38906144, 1434.33159443])"
40956,"array([1239.45760213, 1435.136501  ])"
40957,"array([ 110.72823956, -157.3370569 ])"
40958,"array([ 137.14224161, -197.82097858])"
40959,"array([ 116.55191994, -118.85876638])"
40960,"array([ 158.4746973 , -127.09446237])"
40961,"array([192.34742486, -99.05642002])"
40962,"array([ 166.99193144, -188.80657373])"
40963,"array([ 153.08460917, -116.12835393])"
40964,"array([ 176.14063828, -132.50733484])"
40965,"array([ 185.89060731, -150.9356346 ])"
40966,"array([ 107.44031585, -121.27856318])"
40967,"array([ 158.63194414, -150.32194534])"
40968,"array([ 102.62113156, -158.54149426])"
40969,"array([ 142.10141207, -223.36575592])"
40970,"array([ 145.58215214, -189.22057342])"
40971,"array([ 172.08879454, -100.65337915])"
40972,"array([ 162.25079563, -172.85614284])"
40973,"array([101.26003905, -90.37099499])"
40974,"array([ 198.12830805, -103.32699402])"
40975,"array([ 117.54193731, -186.71845405])"
40976,"array([ 144.82422616, -112.54329029])"
40977,"array([  94.08267077, -146.78135641])"
40978,"array([ 158.23275398, -161.51497447])"
40979,"array([ 186.80962176, -140.77570297])"
40980,"array([ 161.63584042, -158.77814369])"
40981,"array([ 201.53108768, -160.7055843 ])"
40982,"array([ 139.96844808, -154.79336701])"
40983,"array([ 170.51740924, -183.85890835])"
40984,"array([136.89307449, -78.8872369 ])"
40985,"array([114.99408351, -95.11209545])"
40986,"array([ 165.15214357, -167.58609271])"
40987,"array([ 196.32700526, -107.39061819])"
40988,"array([ 158.69871221, -163.10650766])"
40989,"array([ 106.57763103, -139.63804898])"
40990,"array([  78.92405578, -142.35170171])"
40991,"array([  96.84580856, -139.81466119])"
40992,"array([ 128.17107416, -116.35908654])"
40993,"array([ 112.94370281, -181.27475043])"
40994,"array([ 174.40358305, -191.43703012])"
40995,"array([ 200.27234679, -149.11628204])"
40996,"array([ 173.96769878, -164.97857583])"
40997,"array([ 168.85997715, -180.19011909])"
40998,"array([ 1783.99657129, -2062.23918863])"
40999,"array([ 184.16904227, -166.58753089])"
41000,"array([ 134.14950816, -203.60638752])"
41001,"array([ 185.38928121, -158.40912453])"
41002,"array([ 184.2976369 , -147.66672014])"
41003,"array([ 190.4257927 , -141.13329137])"
41004,"array([369.6440478 , 815.33744147])"
41005,"array([369.7035876 , 813.77128607])"
41006,"array([121.05082579, -88.19587279])"
41007,"array([ 197.69907363, -100.80974666])"
41008,"array([  94.49185932, -153.61168017])"
41009,"array([ 141.38210184, -114.02496227])"
41010,"array([ 180.96754392, -142.16797152])"
41011,"array([ 194.22557792, -115.45014901])"
41012,"array([ 170.74484719, -147.37532383])"
41013,"array([ 156.09967004, -166.5294969 ])"
41014,"array([ 142.03022335, -166.92740082])"
41015,"array([ 148.26364098, -143.24499297])"
41016,"array([ 186.45242117, -193.13266474])"
41017,"array([ 194.53369591, -203.40007813])"
41018,"array([ 174.93092266, -128.28374835])"
41019,"array([ 184.9683823 , -127.93871025])"
41020,"array([1392.73120415, 1325.09935954])"
41021,"array([1394.87922762, 1325.65600213])"
41022,"array([ 177.02219694, -148.23072602])"
41023,"array([183.68861263, -98.64814875])"
41024,"array([ 147.65727178, -101.40518346])"
41025,"array([ 146.05421974, -139.64321572])"
41026,"array([ 147.13458645, -123.97620822])"
41027,"array([100.81209683, -84.14142942])"
41028,"array([ 169.30182891, -170.07112311])"
41029,"array([ 157.36325535, -171.9672392 ])"
41030,"array([2097.67975088, -184.13667427])"
41031,"array([128.78851226, -90.87991202])"
41032,"array([ 186.67291853, -145.25205061])"
41033,"array([ 171.99612238, -151.2019748 ])"
41034,"array([ 182.85746281, -157.84431918])"
41035,"array([ 136.29876328, -172.76293007])"
41036,"array([ 104.2551753 , -102.94939492])"
41037,"array([ 111.16438716, -132.01958763])"
41038,"array([ 194.82326918, -234.65971509])"
41039,"array([ 126.0024255 , -106.92472384])"
41040,"array([ 192.32026352, -229.67258512])"
41041,"array([ 193.52520873, -157.87282116])"
41042,"array([ 156.8654182 , -139.46410356])"
41043,"array([ 162.09569415, -127.58751026])"
41044,"array([ 156.29528058, -113.93685407])"
41045,"array([ 152.90476941, -162.86409153])"
41046,"array([ 140.38657836, -118.44209399])"
41047,"array([ 169.05639641, -169.24752985])"
41048,"array([ 106.45709967, -121.1525036 ])"
41049,"array([ 103.2378216 , -166.35514012])"
41050,"array([ 160.67288899, -132.79869584])"
41051,"array([  92.23657463, -131.08180986])"
41052,"array([ 183.23407627, -200.18575558])"
41053,"array([ 110.42727607, -104.21630064])"
41054,"array([ 188.37889939, -114.71841102])"
41055,"array([ 177.91205987, -126.05813305])"
41056,"array([157.91635198, -93.31643553])"
41057,"array([ 181.79637361, -134.5146938 ])"
41058,"array([ 155.3309431, -158.0579976])"
41059,"array([ 147.53443832, -153.76919251])"
41060,"array([ 161.28433091, -150.93376953])"
41061,"array([ 163.9810848 , -160.53793671])"
41062,"array([ 157.27560997, -126.9450303 ])"
41063,"array([ 154.1726186 , -154.44064891])"
41064,"array([ 159.29592783, -194.76546771])"
41065,"array([ 129.89443998, -186.85007741])"
41066,"array([  89.54531066, -128.64999983])"
41067,"array([ 140.02746106, -101.25368027])"
41068,"array([ 192.16318616, -111.08122741])"
41069,"array([ 170.31619468, -141.89953798])"
41070,"array([ 130.08248303, -171.52366186])"
41071,"array([ 168.67894022, -130.1286792 ])"
41072,"array([ 166.40023692, -165.43834884])"
41073,"array([ 199.99739555, -119.75988509])"
41074,"array([ 139.56860847, -111.30396395])"
41075,"array([ 162.00566952, -133.25380946])"
41076,"array([-772.11538594,  404.92309255])"
41077,"array([-773.96210071,  405.16220668])"
41078,"array([ 137.13595988, -141.39169682])"
41079,"array([ 173.0351435 , -151.54844297])"
41080,"array([128.04021635, -92.76152911])"
41081,"array([ 160.86911201, -145.32622276])"
41082,"array([ 183.76655086, -122.20571582])"
41083,"array([112.73967819, -96.95979542])"
41084,"array([ 148.99504287, -204.43740661])"
41085,"array([ 149.07785925, -197.44970039])"
41086,"array([ 172.60379707, -152.74176115])"
41087,"array([ 199.06360934, -136.28930209])"
41088,"array([157.21054179, -89.02045759])"
41089,"array([ 152.32087933, -103.57364246])"
41090,"array([ 164.66123588, -157.2497588 ])"
41091,"array([ 141.08549464, -192.4910797 ])"
41092,"array([ 181.89262302, -145.12409845])"
41093,"array([ 200.52756308, -146.52527511])"
41094,"array([  92.72793334, -159.29573553])"
41095,"array([ 183.61456858, -142.22799311])"
41096,"array([ 108.91392524, -111.13609599])"
41097,"array([ 109.47656258, -131.01012473])"
41098,"array([  90.57419031, -110.38899753])"
41099,"array([193.43581386, -99.75910663])"
41100,"array([ 165.17411597, -147.41769196])"
41101,"array([ 140.17542813, -178.89985014])"
41102,"array([ 152.52452361, -124.25943386])"
41103,"array([ 117.60361996, -108.75791186])"
41104,"array([ 146.20017901, -211.50429939])"
41105,"array([ 146.37068644, -245.08875346])"
41106,"array([ 141.94536509, -153.08441321])"
41107,"array([159.62588204, -62.57791081])"
41108,"array([ 174.34272842, -153.99510744])"
41109,"array([ 140.38114949, -175.9741625 ])"
41110,"array([ 133.44277753, -173.38154266])"
41111,"array([ 185.81903179, -139.01008595])"
41112,"array([ 151.5275674 , -158.78631252])"
41113,"array([ 96.47341689, -98.81210155])"
41114,"array([ 183.85718071, -148.27543814])"
41115,"array([  751.35253953, -1233.96082933])"
41116,"array([ 148.89866582, -152.7048332 ])"
41117,"array([170.5557078 , -91.38590778])"
41118,"array([ 164.11311044, -178.93359776])"
41119,"array([ 153.90469421, -160.73796808])"
41120,"array([ 183.81519525, -150.36786793])"
41121,"array([154.40077315, -89.6589061 ])"
41122,"array([ 136.36925554, -181.83301129])"
41123,"array([ 141.12289678, -142.52886744])"
41124,"array([ 110.31580061, -127.17075288])"
41125,"array([-1394.26939796,  -334.11104379])"
41126,"array([-1392.14950889,  -335.14250442])"
41127,"array([ 199.79278234, -134.86435208])"
41128,"array([ 154.95966867, -109.82992416])"
41129,"array([ 124.4463786 , -184.84497207])"
41130,"array([ 154.03670121, -124.02898173])"
41131,"array([ 171.9270661 , -132.03636016])"
41132,"array([ 149.70814353, -165.0146183 ])"
41133,"array([ 174.50930917, -196.72599267])"
41134,"array([ 178.17319678, -175.54550155])"
41135,"array([ 167.26465313, -128.80621205])"
41136,"array([ 157.59133046, -139.39884928])"
41137,"array([117.61281761, -93.31318155])"
41138,"array([ 130.07753328, -159.36727738])"
41139,"array([  96.0680957 , -148.50725367])"
41140,"array([ 164.43273354, -136.24990805])"
41141,"array([ 145.0075381 , -177.75821927])"
41142,"array([ 164.20734203, -168.53969481])"
41143,"array([ 181.12799187, -139.18827633])"
41144,"array([-1397.6996067 ,  -335.26979576])"
41145,"array([ 183.3150742, -160.703272 ])"
41146,"array([ 170.84800899, -174.04896074])"
41147,"array([ 145.07195193, -158.74477603])"
41148,"array([  90.48224466, -120.87306167])"
41149,"array([110.93324329, -87.25575009])"
41150,"array([ 183.36793885, -108.72688825])"
41151,"array([ 189.94023047, -185.12756424])"
41152,"array([ 150.4813097 , -113.80265821])"
41153,"array([ 1276.98226507, -2359.26867489])"
41154,"array([ 133.69602337, -160.13361317])"
41155,"array([ 166.61301905, -164.86902848])"
41156,"array([-119.29917907,  881.18707626])"
41157,"array([ 100.10866547, -137.53669152])"
41158,"array([ 160.19211552, -195.50058299])"
41159,"array([ 157.62409794, -184.69775263])"
41160,"array([ 149.92962257, -176.22115031])"
41161,"array([ 167.37339899, -179.99568065])"
41162,"array([ 139.83311084, -159.55288778])"
41163,"array([ 112.82224008, -196.93436887])"
41164,"array([ 161.22336766, -141.09530523])"
41165,"array([ 194.59017715, -139.66300178])"
41166,"array([ 163.00119325, -145.21606022])"
41167,"array([165.20825397, -94.17301889])"
41168,"array([ 140.07831283, -164.49056194])"
41169,"array([100.12512636, -70.22673602])"
41170,"array([ 180.22534163, -132.48286951])"
41171,"array([ 166.49997698, -171.42595874])"
41172,"array([ 118.84330291, -114.72214001])"
41173,"array([160.96942678, -93.54993647])"
41174,"array([116.06016038, -97.30536784])"
41175,"array([ 187.12839988, -151.60618679])"
41176,"array([ 200.50268548, -158.50517974])"
41177,"array([ 179.70747865, -149.93925839])"
41178,"array([ 108.40960485, -187.000595  ])"
41179,"array([ 131.25857449, -164.36932047])"
41180,"array([ 146.95063655, -111.12414714])"
41181,"array([131.94487085, -83.43263349])"
41182,"array([ 99.1492948 , -88.52365316])"
41183,"array([ 183.0761212 , -174.22285008])"
41184,"array([ 182.98727827, -169.84717255])"
41185,"array([ 195.26133307, -142.37908558])"
41186,"array([ 148.05685361, -191.35581044])"
41187,"array([ 198.47144325, -160.18376242])"
41188,"array([ 172.04434543, -158.23032621])"
41189,"array([ 108.13945139, -161.18929575])"
41190,"array([ 100.74663356, -149.59226846])"
41191,"array([ 129.24845148, -172.90467622])"
41192,"array([ 147.07771717, -120.20112565])"
41193,"array([151.81097577, -97.93497387])"
41194,"array([ 162.80240517, -194.32779738])"
41195,"array([ 126.43350581, -176.58121285])"
